word,frequency
motivations,1
aufgrun,1
ausreichenden,5
fam,2
absicher,1
beh,2
vora,1
sgesetz,1
strebt,15
beant,1
agt,8
hierdurch,1
kursnote,1
hochschulorts,4
mz,2
anfangsstudierende,1
hochschlort,1
professoreninen,1
studenteninnen,4
professoreninnen,1
liefert,34
ausgewählten,4
hochshulstandorten,1
internetseiten,8
gestammt,1
vermitellt,2
ergiebt,1
betreungsverhältnis,3
niedriegste,1
hamburt,1
schlechtestes,1
hinblich,1
sozialmöglichkeiten,1
abliegenden,1
sitution,1
menem,2
nobel,1
ehrgeiz,7
angäblich,1
absolwenten,1
facktoren,1
studentes,1
lobor,1
leserin,12
studienanfängern,1
hochsch,1
lort,1
professorenin,1
phoboid,5
hochschulort,3
kriterien,8
ausgewählte,3
hochs,3
hulstandorte,1
vermi,3
tel,10
ergi,1
betreu,4
ngsverhältnis,3
quantifiziert,1
caverfügen,1
niedri,2
gste,1
universitätsstadt,3
hambur,2
ngsverhältnisam,1
hinblic,1
inerseits,3
ozial,1
arbeitenfür,1
studentenjob,1
zeitverschwenden,1
rotz,1
abgelegen,10
durchziehen,7
verfügbaren,1
greifbare,1
blich,2
absol,1
entinnen,1
ktoren,1
studente,7
bor,1
haltenwas,1
bezuglich,2
thechnologie,4
fußballmanschaft,5
arbeitsamer,3
pünktilicher,2
dennen,4
sid,4
phäre,2
kömmen,2
personnen,7
tiefgründig,6
arbeitsame,2
pünktiliche,1
chlechtes,4
sph,1
mmen,8
ümständen,1
studiumaustausch,1
absoventen,1
verringt,1
aufwanden,1
ausslandsstudium,1
auffalende,1
gennante,1
abwiegt,2
semmester,1
studiern,4
vorteilaft,1
manauch,1
fremdsprachekenntnisse,2
internationalle,2
vielfeltige,1
mständen,1
nternationale,8
abso,2
venten,1
verring,1
aufw,2
slandsstudium,1
nante,1
mester,1
vielf,1
ltige,1
korigierren,2
vertändnis,1
bezweifelung,1
versichern,4
qualifikationen,6
berufausbildenden,2
jeglichen,2
bruttoeinkommen,10
beachtenswert,2
monatlichen,7
zeitaufwändig,4
bedeutsames,1
normaller,1
ausgebildeter,1
erwähnenswert,2
kontaktes,3
aufnimmt,3
fußballmannschaft,7
gegenüberstellung,6
hochschulstudium,26
hochwertig,6
tänd,1
unentschlossenheit,1
ichern,1
verdeutlich,1
arbeitnehmern,1
derjenige,4
urchschnittliche,1
lohnendes,1
akademikern,2
übereinstimmen,3
verständ,2
igung,3
erer,3
tadion,1
indet,1
bessergestellten,1
untesuchungen,1
temperaturs,2
unepgrida,2
celesius,1
gesteigert,7
heutiegen,1
analyser,1
verstänlich,1
suchungen,1
heuti,2
weni,4
analys,1
verstän,1
pünkt,1
sphärepläne,1
wiederangefangen,1
seriös,2
ngefangen,1
franzözisch,6
fortbildungsurlaub,1
franzö,4
halsinfektion,1
apprentice,2
kandidate,3
mangelhafte,5
businesspläne,2
geschäftspläne,1
stokeontrent,3
religionwissenschaft,2
zufunkt,2
aufbessern,10
industriell,2
gekommt,17
austauschschülerin,7
gevelsberg,2
sindes,2
gebohrt,3
ananassaft,2
langeweile,20
zweitauzend,1
glueckliches,1
siegersong,1
esc,4
eurovision,8
vorsprung,1
popballade,1
grandprixfinale,1
zebrochen,1
innerliche,5
gefühlschaos,1
heuchler,1
eere,1
unklarheit,3
nmöglich,1
schließe,11
kuß,1
httpwwwyoutubecomwatchvwsdmfheife,1
httpwwwyoutubecomwatchvafucvwei,1
todesopfern,1
sendai,12
wissenschaftlern,9
fünfstärkste,1
qixi,4
hirtenjunge,3
kuhhirt,1
bullen,2
feen,11
zhinü,2
verheirate,1
romantiken,1
romanti,1
sches,3
neujahrstage,9
neujahrstagen,2
pingdong,2
majang,3
gobben,1
reichhaltige,4
geshoppt,5
gekomm,2
maj,1
obben,1
majiang,2
klubs,11
französinnen,2
vertiefenausbauenverbessern,1
odessa,20
judas,3
priest,3
welttournee,2
herrliche,9
verlebt,1
alexey,4
airbus,2
forschungsinstitut,2
vortragsgende,1
basel,5
universiträt,1
einzutragen,4
stolzer,2
kenntnissnahme,1
sprachgebrauchs,1
hochebene,2
fortschreiten,3
gewissenhafte,2
sprachtendenzen,3
knechte,6
stilistischer,2
knecht,3
virtuelle,3
learner,6
httpwwwdradiode,1
learningvoas,1
contents,4
erasmussemester,2
vokabular,13
erasmus,14
spanierin,1
intensivkurs,14
münch,1
heuzutage,12
meinsten,23
midestens,3
erkentniss,1
sitten,9
destens,1
erken,3
tniss,2
fähr,1
tageticket,1
museuminsel,3
pergamonmuseum,5
naturkunde,10
brachiosaurus,2
museumsmarathon,1
lohnenswert,3
muffins,6
sommar,1
köstlichen,3
torten,9
erliegen,2
oetker,1
apfelstrudel,9
mmmh,1
somm,1
twain,33
landeshauptstadt,5
unbesonderem,1
protestler,2
kapitol,2
zählten,4
strafbar,3
erbauen,6
protestleiter,4
zustimmte,2
kundzugeben,1
bibliothekbücherverkauf,1
karajan,3
dirigiert,6
unterscheidung,4
karajans,2
neulichen,1
bücherverkauf,1
neuronen,7
erhärtet,2
rückzusetzen,1
unwissenden,2
beschränkungen,2
spezifisches,4
synapsen,4
verkleinert,5
neurowissenschäftlern,1
merkwürdigkeit,2
folgerungdaß,2
zurückzusetzen,1
ziels,2
kommaaber,1
speziellebetonung,1
forscherkreisen,1
langwieriger,1
unmöglicher,1
neurowissenschaftler,1
erfroren,3
klarsagen,1
grammatischen,9
fehlungen,1
ausdruecken,10
schuetzen,3
schlitzohr,1
blumig,1
fuenf,39
furchtbaren,6
wunderschoene,7
gesehenswurdigkeite,1
gesehenswurdigkeit,1
spuelt,2
oeffnet,5
handwaschung,2
rationalisieren,2
economisch,1
alptraum,17
stundigen,1
verkehrsmittels,7
schnelles,1
huegel,2
unendliche,16
titanen,2
schrumpfender,1
vergangenheits,3
betrefft,2
ewiger,3
errinnerung,2
aufgehenden,4
toilettenwasser,1
ök,1
onomisch,1
stü,2
ndigen,1
unzählbaren,1
vielenzahllosen,1
schrumpfend,1
schwindende,1
vergangenhei,1
nnerung,2
wirdich,1
zurueckgeflogen,1
ostlichen,2
shrecklich,1
nutzvoll,2
bemerkten,4
verrueckt,8
atomfabrik,2
explodieren,6
gewaltiges,2
mitfuehlend,1
vertraue,24
loesen,19
explodiert,12
vernuenftig,2
taege,2
verrueckter,1
hinundher,2
diskotheken,4
osterntradition,1
halbuhr,2
hagelschauer,4
plaene,6
datsche,2
gewellt,2
erfrieren,4
yevgenyy,4
denis,4
katja,21
dima,7
anweisungen,11
zurueckfliegen,1
voruebergehenden,1
bergehende,1
indoeuropäisch,4
standardsprache,23
dienstgebrauch,3
herzegowina,3
montenegro,7
kroatisch,8
montenegrisch,3
bosnisch,7
hälften,2
zwanzigstem,2
serbokroatische,7
ijekavische,9
aussprachevariante,11
dreien,5
aussprachevarianten,5
ekavische,3
bih,3
ijekavischen,3
ijekavisch,3
kompliziertere,6
erbische,1
indoeuropäischen,1
amtssprache,10
montene,2
grinisch,2
montenegri,2
zwanzigste,6
einheitliche,5
jekavische,1
aussprachev,2
ariante,1
sprachvarianten,1
ijekavica,1
variations,3
lteste,11
stößte,1
tischler,5
versteinerte,1
schwieg,7
raffte,2
damalig,5
feuerzeug,6
bloßgestellt,2
brüllte,4
geschahpassierte,1
istberufe,1
gesprächs,7
unzufrieden,25
auswählte,1
minjaer,1
jugendlicher,12
minja,1
ausgeübt,5
tarten,1
germanmeine,2
webside,1
cambridgeprüfung,1
ideeein,1
zagreb,4
einatmen,3
hütte,24
bürgerkriegs,3
espassiert,1
geschiehtereignet,1
dannan,1
sundays,1
accusative,5
annäh,1
nahegelegenes,1
heimatort,8
seinverbringen,1
vermeide,11
freilich,24
augenblicklich,5
zeitgemäßen,3
eiskalter,1
allermeist,2
schuhen,14
vergnügung,4
dankeshoen,1
schreibehabe,2
macheja,2
seminararbeit,4
schreibenlol,2
einemeinedie,1
nud,1
lessing,8
metawann,2
lessingam,2
mitschenken,2
metawas,1
habst,11
lessingich,2
metanaja,2
lessinges,2
yundili,3
metasie,1
lessingdas,1
metaeinverstanden,1
lessingprima,1
telefonisch,11
metadas,1
schulaufgaben,1
revidieren,1
nachname,9
nachnamen,15
eri,5
fujita,1
freuindinen,1
sehhhhhhhhhhhr,1
seeeeeeeeeehr,1
wilkliche,1
ebook,11
technikzeit,2
tecknikzeit,2
ingrid,14
chloe,1
chole,6
kommunikationstechnik,7
zugreifen,7
verbürgt,1
kontaktstörungen,1
ndererseits,1
buc,1
allerorts,3
freuern,3
familienfest,6
getrachtet,1
kaufmann,13
spasses,1
trachtet,1
gefühls,1
geschäftsleute,6
homöopathie,7
traditionalle,7
naturkraft,2
ausprobiert,16
aufprobiert,1
heilwirkung,4
placeboeffekt,1
heilweise,1
auszuprobieren,5
wundermittel,3
sojamilch,2
werbespruch,2
gemanipulierte,2
sojabohnen,7
strittiges,1
aufzuschreiben,9
genmanipulierte,8
codes,1
lebensmittels,2
affektiert,2
abwehrkraft,1
unbesiegbarer,3
stärkeres,3
genmanipuliert,1
geänderte,2
ererbt,1
sicherheitsuntersuchungen,2
genmanipulierter,2
organisch,2
ungenmanipulierte,1
verkaufende,2
dove,1
angeglichen,1
anzuführen,1
pluraletantum,2
code,21
llgemeine,1
abwehr,1
inversionsfrageoder,1
überträgt,2
erbt,3
formalen,4
geschäftskommunikation,3
mhm,5
kao,9
nc,2
tek,3
unannehmlichkeit,3
bürgen,2
niedrigeren,5
einkaufspreis,3
tailand,1
mmh,2
vorgesetzten,3
schildkröten,17
übermäßig,10
rotwangenschmuckschildkröte,4
meisverbreitet,1
strenges,2
umweltproblem,2
ökologiesystem,2
fremdartige,4
tieres,9
unterlassen,3
chip,7
spitzten,1
schildkrötenarten,1
werdende,10
schrumpfende,1
exotischer,1
schildkrötenart,2
nordamerikaoder,1
starkesernst,1
nehmendesschwerwiegendes,1
tzenoder,1
wildbahn,2
einpflanzen,1
netzwerktechnik,2
bequemeres,2
schlüsselwort,4
universelles,1
lexikon,5
suchenwas,1
anwendungserstellungen,1
redenschreiben,1
webcam,5
bezalt,3
internetzugangs,3
sicherungskopie,2
negieren,1
computersüchtig,1
nbspkann,1
bestimmtenbspgüter,1
drittens,22
anwendungsinstallationen,1
beza,2
gutnbspzu,1
glücktier,1
langlebigkeit,4
lebenserfahrungen,1
ausdauer,25
ehelicher,1
treue,12
verbrennenden,1
kran,31
ungeöffneten,3
zurückgeben,24
bürge,1
wartetet,1
verblüht,3
erwachst,1
bäumchen,5
fiegt,1
verzieh,4
himmelhof,3
jadekaiser,3
eheliche,3
sagenwelt,1
kranich,33
glaubhaftigkeit,1
lebensjahre,1
wallmoden,2
billy,2
laptops,8
quavalität,1
erfaurung,1
orangelaptos,2
großkunde,1
geldzurück,1
sorget,1
möglisch,1
dieprodukte,1
festgelegtenvertrag,1
abliefern,1
informiere,1
naj,1
beseidigen,1
geschäftsgespräch,1
fristgerecht,2
großkunden,1
geldzurückgarantie,1
produktionskosten,2
korrespondenz,5
eingene,2
übersetzterin,2
umgehe,3
abteilungdeutsch,1
auswähle,4
bachlor,2
eingenen,4
lor,2
liebingsessen,1
wine,5
jeztz,7
ingsessen,1
taotao,1
portugisisch,2
konjunktive,3
konjutiv,2
entwikler,1
sechsjährige,3
brasilian,8
kler,1
softwareentwickler,10
sechsjährig,1
töchtern,1
sigge,8
diebstahl,9
juvenile,1
strafanstalten,1
diligence,3
virlen,1
fatherder,1
polizite,1
forbidden,3
bestelltet,1
verstecktet,1
mühle,1
kreig,1
brennet,1
nehment,1
malereidie,1
konfisziert,2
vather,1
zrück,1
polizet,1
stadtaber,1
dochobwohl,1
vobottend,1
verganghen,1
sichterhert,1
schutzt,2
stehlt,3
kunstausstlung,1
arbeitslager,2
schreibendenn,1
arbeiterslager,1
usammenfass,1
eutschstunde,1
igge,6
strafanstalt,1
erteilt,6
alerei,9
efehl,1
ühle,2
alereien,1
efängnis,1
ase,2
unstausst,1
edicht,1
rbeitslager,1
eiss,3
mondnacht,9
einchendopff,1
antischer,1
geheimminsvolle,2
einchendorphe,1
lyrichen,3
ichs,11
stophe,1
himmer,3
verschmdzen,1
unfeld,1
wahrnehnung,1
gefüht,1
einschdorff,1
lobgesang,2
zehnsucht,1
hätt,7
geküßt,1
blütenschimmer,1
ähren,2
wogten,1
sacht,1
rauschten,1
sternklar,1
spannte,1
flöge,1
eichendorff,4
ehnsucht,2
otiv,1
rophen,1
timmung,2
efühle,2
indruck,1
lyri,3
ophe,2
ene,6
himme,2
verschmelzen,1
trophe,4
zene,1
wis,2
ahrnehnung,1
eimat,1
spargelstechers,2
doppelschleppe,5
reiner,2
kunze,2
lässig,5
schienbein,2
wade,3
gestrickt,2
niagarafall,2
feund,3
timich,1
wohlkingend,2
glückum,1
lenbe,1
bubenstrich,2
perle,22
veilen,5
llo,10
erige,7
wohlk,1
ingend,1
utsch,4
erle,1
agebuch,4
zutreffender,1
agebucheintrag,1
stolpert,1
handelskammern,2
anhält,4
arbeitsagenturen,2
wettbewerbsfähig,2
einwanderern,4
anzulocken,3
handelskammertages,1
anhafte,1
unerwünscht,4
außenhandelskammern,1
unattraktiv,4
intransparent,1
aufenthaltsgenehmigung,2
abschlüsse,3
kostengründen,1
goetheinstitute,3
denselben,13
auslandsschulen,1
austauschdienstes,2
drastisch,19
heruntergefahren,2
auswirken,6
engpässe,1
altenpflegern,1
metallberufen,1
bedrohende,1
arbeitsuchenden,1
wimmelt,1
fachqualifizierten,1
trasse,2
kazuya,8
kaz,3
sato,6
mathmatik,1
erwählt,2
wasserball,10
handball,6
oreanisch,10
treibe,23
anzu,13
transatlantic,3
salvation,3
ear,8
baß,2
weilda,1
bassgitarre,1
assg,1
trei,1
hausarfgabe,2
übern,1
acoustics,1
harmony,5
milen,5
dreibassgitarre,3
oderich,5
akustik,3
kustik,1
harmon,1
orthography,5
speliling,1
eigendlich,3
classen,1
elter,15
berklee,8
auser,1
wanderrungen,2
swedisch,1
betreffzeilen,2
kannodermeine,1
angefang,8
aberseit,1
verlorendurchden,1
wedisch,3
ichauf,3
meindeutsch,1
kannund,3
dabeihelfen,1
könnenoderich,1
könnenwerden,2
zewi,3
interviewer,4
früer,2
nachttüp,1
gleschlossen,1
konzerten,10
demo,11
gansen,1
schee,3
bayrisch,11
manchemenschen,1
nachttyp,1
nachtmensch,8
meinerfreunden,1
berkeleeist,1
istmeine,1
kunstgeschichtslehrerin,1
kunstgeschicht,3
gesternmit,1
gan,12
norddeutschland,12
schaun,1
entlich,4
schmelzen,15
dusk,4
til,11
dawn,6
clooney,1
quentin,4
tarantino,4
desperado,2
mexican,2
maal,2
verlorn,1
vampiren,9
schelcht,7
ausgeschalted,1
gegagen,3
habeden,1
dvdspieler,1
gesprochende,1
büchen,1
pourrais,3
expliquer,1
französischunterricht,2
voulais,1
dernier,3
francais,5
trois,9
colour,7
pasaber,1
zweithäufigsten,1
studieredeshalb,1
daßstets,1
bücherje,1
dsol,1
exprimer,1
iciwhat,1
awei,1
schwerpünkte,1
komponiert,6
verlobt,8
vertig,5
schwerpunkten,4
lilia,2
bochnia,2
paulina,7
blondes,3
magda,2
bluseein,1
shulzimmermein,1
schwerdie,1
ausgehaltenweil,1
enie,1
improved,4
sechzung,1
nuen,1
menie,2
manschaftt,1
manscha,1
langweilung,2
atürlich,4
ittagessen,2
fremdsprachenlernen,16
sprachaustauschportal,1
undschläfrig,1
chafie,1
ototsui,12
ototoi,9
flexionton,1
ototsuhi,4
issakuzitsu,1
guterste,1
geschlieben,2
westjapankansai,1
omoshiroi,10
komischinteressantlustig,1
okashii,2
naturer,1
intersted,1
habedachte,1
süßhübschniedlich,1
denckt,1
welher,1
beteutet,1
verwirre,3
gefr,4
lautverschiebung,1
klassischem,1
klargeworden,1
veralteter,2
bekanntenkreis,1
otosui,1
westjapan,1
natuerlicher,8
nachzuschlagen,10
vewendet,1
intersting,1
schreeeeckliche,1
kirschebaum,1
kirschebäume,2
kirschebäum,7
kirschebaäm,1
natschlich,1
geschautdas,1
aaaaa,1
überraschende,6
kirscheb,1
äume,4
osakadialekt,14
hyogo,2
tagebucheintarg,2
schreibeschreibe,1
normalsprache,2
melde,8
sprechedenke,1
ahkönnen,1
leiber,2
deshalbfür,1
standardjapanisch,2
tagebucheinträgen,1
tagebucheintragt,1
wirde,6
wichtigviele,2
zurückzufahren,2
zurueckzufahren,1
unwissend,4
aufzuge,1
unmusikalische,2
httpwwwyoutubecomwatchvnvuohjvzxbc,1
suite,9
nico,30
bgm,5
douga,14
konstruiert,10
originalhttpwwwnicovideojpvideotop,1
ausgabehttpdenicovideojp,1
risotto,5
lobe,2
verliebe,5
haruhi,32
suzumiya,18
dvdamazon,1
auszahlen,2
zahlenbezahlenauszahlen,1
abgezahlt,1
lästigunangenehmnervig,1
kräutersaft,1
überlasse,3
erledige,8
verschiedenes,20
unerwiderte,1
httpdewikipediaorgwikianime,1
vorurteilen,1
irgendwem,2
flexionen,4
wieals,1
unnatuerlich,2
tequila,3
erbrechen,4
konpeitou,4
erbr,1
könneten,1
emphehlen,3
könntenkönnen,2
wälzt,1
schiebt,3
prater,2
riesenrad,7
turbo,2
booster,2
hinauswerfen,1
loben,19
kompliment,27
palatschinken,8
fehlerfrei,6
unterkriegen,1
geheminis,1
anvertrauen,2
anauf,1
verwünscht,7
eingekauftich,1
trainierendeshalb,1
pokmon,13
ace,7
attorney,7
michschwer,1
kaufst,17
pokemonspiel,1
bibimbap,4
oreanische,11
staune,2
otaku,53
nicodou,3
httpdenicovideojp,1
httpdewikipediaorgwikiotaku,1
staun,1
weltreise,21
httpwwwyoutubecomwatchvkussw,1
videospielmusik,3
httpwwwyoutubecomwatchvppeaxaqyk,1
zurückbesser,1
videospiels,1
spanienfrankreich,1
arbeitsferiensvisum,6
biosprodukte,2
biosmarkt,1
biosma,1
siebten,8
frisiere,3
beschimpfe,1
beschimpfen,1
schönbrunn,7
apfelstrudelshow,1
jihen,2
veroeffentlicht,1
saturn,1
videospielesoftware,2
preiswert,11
japanischsprachige,2
pv,1
httpwwwyoutubecomwatchvywcehujh,1
pianojac,2
httpwwwyoutubecomwatchvocaemqyny,1
intrumentalmusik,1
kerena,7
geburtstags,4
kerenas,2
geburtstagslied,2
geburtstagsparties,1
kommendes,7
südamerika,11
ächstes,1
gutbesser,2
fliegst,12
wochentags,5
sri,11
lanka,12
laos,5
brute,2
force,7
overly,3
turkey,4
ignore,3
minor,2
httpwwwyoutubecomwatchvljspseyrmnr,1
httpdewikipediaorgwikimahjongg,1
verbrauche,2
vergesslich,1
ersparnisse,1
exercisei,2
shold,3
esoder,2
httpwwwyoutubecomwatchvtlvwvuefq,1
mukai,2
shutoku,2
kompositionen,9
naha,1
naschmarkt,3
verhasst,4
httpwwwyoutubecomwatchvsasgzyshy,1
verhaßt,1
unbeliebt,1
verdaulichschwer,1
verdaulich,1
verderblich,3
wohnesich,2
bedenke,8
macbook,11
macbookiphoneipad,1
sim,11
iphonesim,1
daswelches,4
simlock,3
alternativees,1
durchfuhr,1
stinke,1
iltis,1
edenke,1
gedenke,10
kaiserschmarrn,5
sterreichische,2
kaiserschmarren,2
lieblingsgerichten,1
derden,3
kannmag,1
farbstifte,2
leistentun,1
obigem,2
südostasien,4
wiederholte,5
garageband,3
ipadgarageband,1
nichit,1
omponieren,1
wicked,7
demp,1
comusa,1
httpwwwyoutubecomwatchvsfoetdsdy,1
leseübung,1
schwierigster,2
irdendetwas,1
bestimmer,2
qualifikationsgruppen,8
ausbildunginnderhalb,1
geringes,6
hattenarbeitslos,1
erkennendass,2
verdienenals,1
bestimm,2
wissenob,3
meie,4
bibi,4
gemerkte,1
halbs,1
ausgewachsende,2
kuschelt,2
liebvollen,1
merkener,1
liebevollen,1
helmut,19
dialogs,3
schmidts,1
konfuzianismus,3
chinaexperten,1
verkörperung,1
grundtugenden,1
pünktlichkeit,11
schweigt,2
osloer,2
computernerd,2
begeistere,9
längeres,3
exrauchern,2
losgekommen,1
himmeldas,1
stoppe,1
nackten,6
blutete,2
waldboden,2
gequetscht,2
bluteten,1
zerschnitten,2
weiterwie,1
bekammen,2
weihnachtsgirlande,1
fremdschprache,2
katolischen,1
schmuecken,1
schmucksachen,1
girlande,5
loszuwickeln,1
olischen,1
wickeln,1
traüme,1
paradise,8
wachtet,1
northrhine,6
westphalia,6
gilmore,1
krankhausen,1
luftshiff,2
luftschiffe,1
zeppelinnt,1
demontiert,4
sündhaft,1
konkurs,1
vesper,5
kindergartenkind,1
caitlin,1
lettern,1
gu,19
beherreschen,1
vernichte,6
ausaufgabe,4
nemme,1
staffelei,2
rebekah,2
grun,3
ahlen,2
blaugrün,4
blueishgreenish,1
sprehen,5
spre,5
denkebeginnend,1
weilich,3
designkultur,2
zusagt,1
hawking,5
nussschale,2
acte,1
kühn,4
scwarze,1
physic,2
warze,1
hysi,1
gefählt,7
pierce,6
gangsstufe,1
hirotsugu,1
kaneko,4
nbspkorr,1
aufhör,1
schwererfür,1
merkwürdigerweise,8
einmach,1
berüfe,1
depremiert,1
depr,1
miert,1
größtest,4
ßtes,1
lieblingsgegenstand,1
zuschaue,1
zivilerfahrenen,1
norweger,4
traumatische,2
zugriff,10
ahnenund,1
lebensmittelkarten,2
rationierung,3
hilfloser,2
seestreitkräfte,2
atlantischen,5
uboote,2
eisenerz,5
narvik,2
finnen,10
drohte,5
kriegsschiffe,2
fjord,3
nygaardsvold,3
kabinettssitzung,3
auswärtige,6
mobilisiert,3
verteidigungsministerium,3
bräuer,3
friedensgewohnten,1
nahrungsresourcen,1
gwöhnt,1
erheblichen,2
sterberate,4
abtrennbare,1
rationen,1
festlegten,1
personfamilie,1
rationierungskarte,1
aufgeschmissen,1
seerouten,1
auszubrechen,1
angreifen,7
exportiert,5
norwegens,2
allierten,1
derdie,9
einberief,2
düster,5
mobilisierung,1
übermittelt,1
unterhändler,2
losschickte,2
ersuchen,5
schutzstaffel,2
begründen,10
adolf,11
paramilitärische,2
nsdapnationalsozialistische,2
stoßtrupp,3
aufstellung,9
hitlers,10
saalschutz,2
nationalsozialistische,1
arbeiderpartei,1
sturmabteilung,3
beschränkung,4
sollstärke,1
saführung,1
kleinhalten,1
beteiligungen,1
kriegshandlungen,1
truppenteile,1
ssverfügungstruppe,2
einmarsch,1
bewaffnetes,1
ssregiment,1
aufbauten,2
ssstandarte,2
sudetenland,1
tschechoslowakei,3
reichsprotektorat,1
böhmen,1
zerschlagung,1
widerstandes,1
reichssicherheitshauptamtes,1
reinhard,4
heydrich,1
reichsprotektor,1
gebietes,1
leibstandarte,1
verfügungstruppe,1
totenkopfverbände,1
waffenss,2
verschmolzen,1
himmler,12
reichsführerss,2
umfassenden,1
staatsschutzkorps,1
nsstaates,1
differenzen,5
verzweigten,1
ssorganisationsstruktur,1
einheitliches,1
ideologisches,1
ssjunkerschulen,1
tölz,1
braunschweig,4
schulung,1
ssverwaltung,1
sd,1
konzentrationslagern,4
luitpold,1
nationalsozialismus,16
hauptverantwortlich,1
holocaust,4
sinti,1
kriegsverbrechen,1
reichsinnenminister,1
engagierte,1
orientierten,2
bvp,1
austrat,1
mitgliedschaft,1
artamanen,1
beitrat,2
röhmschen,1
freikorps,1
gescheiterten,2
hitlerludendorffputsch,1
darr,1
westfalen,3
verankern,1
darrs,1
gegenden,15
germanentums,1
pachtvertrag,1
wewelsburg,1
paderborn,5
hüser,1
ssideologen,1
antisemitische,1
hetzrede,1
untermensch,2
minderwertig,4
untermenschen,1
selbsmord,2
neopaganistische,1
rosenberg,2
esoterische,1
mystik,3
wiking,2
division,5
nordland,6
skandinavische,2
ssfreiwilligenlegion,2
legion,2
platziert,4
leningrad,5
arbeiterpartei,1
vorläuferorganisation,1
stoßtrupps,1
tärke,1
ssmitglieder,1
huldigten,1
neopaganismus,1
divisionen,1
uboot,3
überlebenden,4
warnungen,5
schüsse,8
albatross,4
abgelöst,1
küstenwache,1
erloschenen,1
laterne,5
oslofjord,2
senkte,2
besatzung,7
festung,16
borg,6
hochburg,2
drbak,3
meerenge,5
nok,1
torpedos,2
fortress,3
ausgestattet,14
spalte,3
blücher,11
kommandoturm,2
flybensinlager,2
munition,5
kanonen,3
kämen,4
küstenwachenschiff,1
gelöschten,1
lichtern,2
versenkte,1
feuerbereitschaft,2
oscarsborg,3
drbakenge,2
engste,2
noksoldaten,2
bedienungsmannschaft,1
gewähr,6
engstelle,1
erzielte,1
kenterte,1
flugbenzinlager,1
matrosen,1
ertranken,1
englishgermanjapanese,1
tabs,2
christo,1
account,22
kasperletheater,7
letzlich,1
zerquetscht,4
gefärbten,2
baumaterial,2
blätterte,6
puppenherstellung,2
rundformigen,1
begleitungen,1
achtzugeben,2
puppenspielen,3
gespenstgeschichte,1
riffeln,2
prasenz,1
nachbarens,1
unternehmung,1
geformten,1
begleittexte,1
spassige,1
kindergeschrei,2
entkommende,1
flinke,2
mauersegler,2
sandra,10
kecskemt,3
verständing,1
klassenräume,1
mitshülere,1
anita,4
verständi,1
sindhilfsbereit,1
mits,1
hüler,1
ruecken,6
erkaeltung,15
doubles,1
singles,6
muess,3
tschuessi,2
verfallseit,1
holfen,3
halloweenkostüm,2
nähen,11
asuka,9
langely,3
sohru,3
projek,2
improv,2
tschüi,1
tschüßtschüssi,1
vocabeln,2
videogame,1
gesundpunkte,1
groesser,11
jugendherben,1
kinderschaender,2
serviette,4
rippchen,2
futtern,2
aelten,1
spielstand,2
jugendherbergen,9
kinderschänder,6
rape,1
raped,2
hostel,6
streitet,7
reverse,1
homecoming,3
lala,38
amerikanishtanzt,1
fruendenin,1
traummann,1
schaust,4
amerikanish,1
spae,1
computergeschäft,1
tschüssi,4
umgangspracheslang,2
laber,2
ey,2
laberst,2
hundemüde,5
awea,1
mitgliedshaft,1
lieblingsort,6
ieblingsort,1
shoeless,1
wandering,2
streets,5
destruction,1
homeless,2
shelter,3
targeted,1
starving,6
sneaks,1
occupied,1
steals,1
guilty,1
unknown,1
berliners,2
primitive,1
survival,5
vanquished,1
struggled,1
amongst,1
darkness,5
genauere,11
zerstörungen,1
hungernden,7
schleicht,5
primitiven,1
morgenröte,1
sean,2
inventur,5
claiming,1
owned,1
knowing,7
resorted,1
stealing,1
starve,1
merckens,2
sanity,1
witnessed,1
massacre,1
innocents,1
alcohol,4
revenge,3
relation,7
düsteren,1
eigentum,7
massakers,1
unschuldigen,3
unsicheren,6
frustuck,3
zweiclassur,1
cruelty,1
anew,1
brückner,6
fortunate,2
necessities,1
umkehr,1
nötigste,2
schlechteren,5
abzuwenden,4
verwandelte,6
arbeitetet,1
übrigblieb,2
schlechtere,8
beriln,2
desalb,2
ilft,2
rgendwer,1
somthing,4
oral,4
nächtste,3
neuschwanstein,24
mänge,1
greys,1
anatomy,1
deutschvokabeln,2
fischsorten,1
pizzerias,1
wörterkarte,4
vokabelkärtchen,1
bastelnmachen,1
mödchen,2
waschsalon,2
waschgang,1
pes,1
pesgekauft,1
wört,7
funnymacht,1
eides,2
zeitungsverlag,2
verlag,13
pinsel,24
ölmalerei,2
oktpus,4
gefritteiert,2
pus,5
frittiert,5
cnance,2
deutesch,17
ance,3
ansagen,3
beipiel,2
vorsilben,1
sauerland,5
knee,2
kn,6
langsames,5
nettok,1
koreanerin,7
darts,5
irish,4
pub,15
dart,5
rennsystem,5
zugeordnet,7
zitronen,4
resutaurant,6
hinesischen,3
simplified,4
studentisch,2
ziechen,1
vereinfachte,1
shrieben,1
vereinfachtes,6
stehenden,5
alas,2
bittewhat,1
physical,3
academic,1
einigeein,1
tagtach,2
secretary,5
grown,1
horeneine,1
lingqs,2
saschas,2
germaphil,1
sexualisierung,2
bedenkliche,4
psychosoziale,2
tagtäglich,2
gestylte,1
mangelhaftes,1
selbstwertgefühl,3
negatives,9
selbstbild,4
stereotyper,2
unehmende,1
