sentence,ID,clean sentence,parse,start_index,end_index,phrase,total_native,total_non_native,native_complex,non_native_complex,complex_binary,complex_probabilistic,split,count,original phrase,syllables,length
"Aegyptosaurus ( \/ iːˌdʒɪptɵˈsɔrəs \/ ) meaning ` Egypt 's lizard ' , for the country in which it was discovered ( Greek sauros meaning ` lizard ' ) is a genus of sauropod dinosaur believed to have lived in what is now Africa , around 95 million years ago , during the mid - and late-Cretaceous Period ( Albian to Cenomanian stages ) .",3TLFH2L6Y9PA5XGDC75XC1AMH082TK,"Aegyptosaurus ( \/ iːˌdʒɪptɵˈsɔrəs \/ ) meaning ` Egypt 's lizard ' , for the country in which it was discovered ( Greek sauros meaning ` lizard ' ) is a genus of sauropod dinosaur believed to have lived in what is now Africa , around 95 million years ago , during the mid - and late-Cretaceous Period ( Albian to Cenomanian stages ) .",,304,310,albian,10,10,1,0,1,0.05,['Albian'],1,Albian,3,6
"Aegyptosaurus ( \/ iːˌdʒɪptɵˈsɔrəs \/ ) meaning ` Egypt 's lizard ' , for the country in which it was discovered ( Greek sauros meaning ` lizard ' ) is a genus of sauropod dinosaur believed to have lived in what is now Africa , around 95 million years ago , during the mid - and late-Cretaceous Period ( Albian to Cenomanian stages ) .",3TLFH2L6Y9PA5XGDC75XC1AMH082TK,"Aegyptosaurus ( \/ iːˌdʒɪptɵˈsɔrəs \/ ) meaning ` Egypt 's lizard ' , for the country in which it was discovered ( Greek sauros meaning ` lizard ' ) is a genus of sauropod dinosaur believed to have lived in what is now Africa , around 95 million years ago , during the mid - and late-Cretaceous Period ( Albian to Cenomanian stages ) .",,314,324,cenomanian,10,10,2,0,1,0.1,['Cenomanian'],1,Cenomanian,5,10
"Aegyptosaurus ( \/ iːˌdʒɪptɵˈsɔrəs \/ ) meaning ` Egypt 's lizard ' , for the country in which it was discovered ( Greek sauros meaning ` lizard ' ) is a genus of sauropod dinosaur believed to have lived in what is now Africa , around 95 million years ago , during the mid - and late-Cretaceous Period ( Albian to Cenomanian stages ) .",3TLFH2L6Y9PA5XGDC75XC1AMH082TK,"Aegyptosaurus ( \/ iːˌdʒɪptɵˈsɔrəs \/ ) meaning ` Egypt 's lizard ' , for the country in which it was discovered ( Greek sauros meaning ` lizard ' ) is a genus of sauropod dinosaur believed to have lived in what is now Africa , around 95 million years ago , during the mid - and late-Cretaceous Period ( Albian to Cenomanian stages ) .",,325,331,stages,10,10,0,2,1,0.1,['stages'],1,stages,2,6
The animal 's long tail probably acted as a counterweight to its body mass .,3TLFH2L6Y9PA5XGDC75XC1AMH082TK,The animal 's long tail probably acted as a counterweight to its body mass .,,14,18,long,10,10,0,0,0,0.0,['long'],1,long,1,4
The animal 's long tail probably acted as a counterweight to its body mass .,3TLFH2L6Y9PA5XGDC75XC1AMH082TK,The animal 's long tail probably acted as a counterweight to its body mass .,,24,32,probably,10,10,1,1,1,0.1,['probably'],1,probably,3,8
The animal 's long tail probably acted as a counterweight to its body mass .,3TLFH2L6Y9PA5XGDC75XC1AMH082TK,The animal 's long tail probably acted as a counterweight to its body mass .,,4,10,animal,10,10,0,0,0,0.0,['animal'],1,animal,3,6
The animal 's long tail probably acted as a counterweight to its body mass .,3TLFH2L6Y9PA5XGDC75XC1AMH082TK,The animal 's long tail probably acted as a counterweight to its body mass .,,19,23,tail,10,10,0,0,0,0.0,['tail'],1,tail,1,4
The animal 's long tail probably acted as a counterweight to its body mass .,3TLFH2L6Y9PA5XGDC75XC1AMH082TK,The animal 's long tail probably acted as a counterweight to its body mass .,,44,57,counterweight,10,10,10,10,1,1.0,['counterweight'],1,counterweight,3,13
The animal 's long tail probably acted as a counterweight to its body mass .,3TLFH2L6Y9PA5XGDC75XC1AMH082TK,The animal 's long tail probably acted as a counterweight to its body mass .,,33,38,acted,10,10,0,0,0,0.0,['acted'],1,acted,2,5
The animal 's long tail probably acted as a counterweight to its body mass .,3TLFH2L6Y9PA5XGDC75XC1AMH082TK,The animal 's long tail probably acted as a counterweight to its body mass .,,65,69,body,10,10,0,0,0,0.0,['body'],1,body,2,4
The animal 's long tail probably acted as a counterweight to its body mass .,3TLFH2L6Y9PA5XGDC75XC1AMH082TK,The animal 's long tail probably acted as a counterweight to its body mass .,,70,74,mass,10,10,1,1,1,0.1,['mass'],1,mass,1,4
"Aegyptosaurus was a close relative of Argentinosaurus , a much larger dinosaur found in South America .",3TLFH2L6Y9PA5XGDC75XC1AMH082TK,"Aegyptosaurus was a close relative of Argentinosaurus , a much larger dinosaur found in South America .",,20,25,close,10,10,0,0,0,0.0,['close'],1,close,1,5
"Aegyptosaurus was a close relative of Argentinosaurus , a much larger dinosaur found in South America .",3TLFH2L6Y9PA5XGDC75XC1AMH082TK,"Aegyptosaurus was a close relative of Argentinosaurus , a much larger dinosaur found in South America .",,88,93,south,10,10,0,0,0,0.0,['South'],1,South,1,5
"Aegyptosaurus was a close relative of Argentinosaurus , a much larger dinosaur found in South America .",3TLFH2L6Y9PA5XGDC75XC1AMH082TK,"Aegyptosaurus was a close relative of Argentinosaurus , a much larger dinosaur found in South America .",,63,69,larger,10,10,0,0,0,0.0,['larger'],1,larger,2,6
"Aegyptosaurus was a close relative of Argentinosaurus , a much larger dinosaur found in South America .",3TLFH2L6Y9PA5XGDC75XC1AMH082TK,"Aegyptosaurus was a close relative of Argentinosaurus , a much larger dinosaur found in South America .",,0,13,aegyptosaurus,10,10,0,1,1,0.05,['Aegyptosaurus'],1,Aegyptosaurus,0,13
"Aegyptosaurus was a close relative of Argentinosaurus , a much larger dinosaur found in South America .",3TLFH2L6Y9PA5XGDC75XC1AMH082TK,"Aegyptosaurus was a close relative of Argentinosaurus , a much larger dinosaur found in South America .",,70,78,dinosaur,10,10,2,0,1,0.1,['dinosaur'],1,dinosaur,3,8
"Aegyptosaurus was a close relative of Argentinosaurus , a much larger dinosaur found in South America .",3TLFH2L6Y9PA5XGDC75XC1AMH082TK,"Aegyptosaurus was a close relative of Argentinosaurus , a much larger dinosaur found in South America .",,38,53,argentinosaurus,10,10,3,1,1,0.2,['Argentinosaurus'],1,Argentinosaurus,6,15
"Aegyptosaurus was a close relative of Argentinosaurus , a much larger dinosaur found in South America .",3TLFH2L6Y9PA5XGDC75XC1AMH082TK,"Aegyptosaurus was a close relative of Argentinosaurus , a much larger dinosaur found in South America .",,26,34,relative,10,10,0,0,0,0.0,['relative'],1,relative,3,8
"Aegyptosaurus was a close relative of Argentinosaurus , a much larger dinosaur found in South America .",3TLFH2L6Y9PA5XGDC75XC1AMH082TK,"Aegyptosaurus was a close relative of Argentinosaurus , a much larger dinosaur found in South America .",,79,84,found,10,10,0,0,0,0.0,['found'],1,found,1,5
"Aegyptosaurus was a close relative of Argentinosaurus , a much larger dinosaur found in South America .",3TLFH2L6Y9PA5XGDC75XC1AMH082TK,"Aegyptosaurus was a close relative of Argentinosaurus , a much larger dinosaur found in South America .",,94,101,america,10,10,0,0,0,0.0,['America'],1,America,4,7
"Its fossils have been found in Egypt , Niger and in several different locations in the Sahara Desert .",3TLFH2L6Y9PA5XGDC75XC1AMH082TK,"Its fossils have been found in Egypt , Niger and in several different locations in the Sahara Desert .",,31,36,egypt,10,10,0,0,0,0.0,['Egypt'],1,Egypt,2,5
"Its fossils have been found in Egypt , Niger and in several different locations in the Sahara Desert .",3TLFH2L6Y9PA5XGDC75XC1AMH082TK,"Its fossils have been found in Egypt , Niger and in several different locations in the Sahara Desert .",,22,27,found,10,10,0,0,0,0.0,['found'],1,found,1,5
"Its fossils have been found in Egypt , Niger and in several different locations in the Sahara Desert .",3TLFH2L6Y9PA5XGDC75XC1AMH082TK,"Its fossils have been found in Egypt , Niger and in several different locations in the Sahara Desert .",,4,11,fossils,10,10,5,8,1,0.65,['fossils'],1,fossils,2,7
"Its fossils have been found in Egypt , Niger and in several different locations in the Sahara Desert .",3TLFH2L6Y9PA5XGDC75XC1AMH082TK,"Its fossils have been found in Egypt , Niger and in several different locations in the Sahara Desert .",,70,79,locations,10,10,0,0,0,0.0,['locations'],1,locations,3,9
"Its fossils have been found in Egypt , Niger and in several different locations in the Sahara Desert .",3TLFH2L6Y9PA5XGDC75XC1AMH082TK,"Its fossils have been found in Egypt , Niger and in several different locations in the Sahara Desert .",,39,44,niger,10,10,0,0,0,0.0,['Niger'],1,Niger,2,5
"Its fossils have been found in Egypt , Niger and in several different locations in the Sahara Desert .",3TLFH2L6Y9PA5XGDC75XC1AMH082TK,"Its fossils have been found in Egypt , Niger and in several different locations in the Sahara Desert .",,87,93,sahara,10,10,0,0,0,0.0,['Sahara'],1,Sahara,3,6
"Its fossils have been found in Egypt , Niger and in several different locations in the Sahara Desert .",3TLFH2L6Y9PA5XGDC75XC1AMH082TK,"Its fossils have been found in Egypt , Niger and in several different locations in the Sahara Desert .",,94,100,desert,10,10,0,0,0,0.0,['Desert'],1,Desert,2,6
"The fossils were stored together in Munich , but were obliterated when an Allied bombing raid destroyed the museum where they were kept in 1944 , during World War II .",3TLFH2L6Y9PA5XGDC75XC1AMH082TK,"The fossils were stored together in Munich , but were obliterated when an Allied bombing raid destroyed the museum where they were kept in 1944 , during World War II .",,153,158,world,10,10,0,0,0,0.0,['World'],1,World,1,5
"The fossils were stored together in Munich , but were obliterated when an Allied bombing raid destroyed the museum where they were kept in 1944 , during World War II .",3TLFH2L6Y9PA5XGDC75XC1AMH082TK,"The fossils were stored together in Munich , but were obliterated when an Allied bombing raid destroyed the museum where they were kept in 1944 , during World War II .",,4,11,fossils,10,10,2,1,1,0.15,['fossils'],1,fossils,2,7
"The fossils were stored together in Munich , but were obliterated when an Allied bombing raid destroyed the museum where they were kept in 1944 , during World War II .",3TLFH2L6Y9PA5XGDC75XC1AMH082TK,"The fossils were stored together in Munich , but were obliterated when an Allied bombing raid destroyed the museum where they were kept in 1944 , during World War II .",,17,23,stored,10,10,0,1,1,0.05,['stored'],1,stored,1,6
"The fossils were stored together in Munich , but were obliterated when an Allied bombing raid destroyed the museum where they were kept in 1944 , during World War II .",3TLFH2L6Y9PA5XGDC75XC1AMH082TK,"The fossils were stored together in Munich , but were obliterated when an Allied bombing raid destroyed the museum where they were kept in 1944 , during World War II .",,54,65,obliterated,10,10,8,10,1,0.9,['obliterated'],1,obliterated,5,11
"The fossils were stored together in Munich , but were obliterated when an Allied bombing raid destroyed the museum where they were kept in 1944 , during World War II .",3TLFH2L6Y9PA5XGDC75XC1AMH082TK,"The fossils were stored together in Munich , but were obliterated when an Allied bombing raid destroyed the museum where they were kept in 1944 , during World War II .",,36,42,munich,10,10,0,0,0,0.0,['Munich'],1,Munich,2,6
"The fossils were stored together in Munich , but were obliterated when an Allied bombing raid destroyed the museum where they were kept in 1944 , during World War II .",3TLFH2L6Y9PA5XGDC75XC1AMH082TK,"The fossils were stored together in Munich , but were obliterated when an Allied bombing raid destroyed the museum where they were kept in 1944 , during World War II .",,74,80,allied,10,10,0,2,1,0.1,['Allied'],1,Allied,2,6
"The fossils were stored together in Munich , but were obliterated when an Allied bombing raid destroyed the museum where they were kept in 1944 , during World War II .",3TLFH2L6Y9PA5XGDC75XC1AMH082TK,"The fossils were stored together in Munich , but were obliterated when an Allied bombing raid destroyed the museum where they were kept in 1944 , during World War II .",,81,88,bombing,10,10,1,0,1,0.05,['bombing'],1,bombing,2,7
"The fossils were stored together in Munich , but were obliterated when an Allied bombing raid destroyed the museum where they were kept in 1944 , during World War II .",3TLFH2L6Y9PA5XGDC75XC1AMH082TK,"The fossils were stored together in Munich , but were obliterated when an Allied bombing raid destroyed the museum where they were kept in 1944 , during World War II .",,89,93,raid,10,10,1,2,1,0.15,['raid'],1,raid,1,4
"The fossils were stored together in Munich , but were obliterated when an Allied bombing raid destroyed the museum where they were kept in 1944 , during World War II .",3TLFH2L6Y9PA5XGDC75XC1AMH082TK,"The fossils were stored together in Munich , but were obliterated when an Allied bombing raid destroyed the museum where they were kept in 1944 , during World War II .",,94,103,destroyed,10,10,1,1,1,0.1,['destroyed'],1,destroyed,2,9
"The fossils were stored together in Munich , but were obliterated when an Allied bombing raid destroyed the museum where they were kept in 1944 , during World War II .",3TLFH2L6Y9PA5XGDC75XC1AMH082TK,"The fossils were stored together in Munich , but were obliterated when an Allied bombing raid destroyed the museum where they were kept in 1944 , during World War II .",,108,114,museum,10,10,2,0,1,0.1,['museum'],1,museum,3,6
"The fossils were stored together in Munich , but were obliterated when an Allied bombing raid destroyed the museum where they were kept in 1944 , during World War II .",3TLFH2L6Y9PA5XGDC75XC1AMH082TK,"The fossils were stored together in Munich , but were obliterated when an Allied bombing raid destroyed the museum where they were kept in 1944 , during World War II .",,159,162,war,10,10,0,0,0,0.0,['War'],1,War,1,3
"The fossils were stored together in Munich , but were obliterated when an Allied bombing raid destroyed the museum where they were kept in 1944 , during World War II .",3TLFH2L6Y9PA5XGDC75XC1AMH082TK,"The fossils were stored together in Munich , but were obliterated when an Allied bombing raid destroyed the museum where they were kept in 1944 , during World War II .",,163,165,ii,10,10,0,0,0,0.0,['II'],1,II,2,2
"The publisher organizes literary , musical and artistic events especially in Upper Austria and Salzburg , to a lesser extent also in Vienna .",31N9JPQXIPJGPAEBYWMSQ6AWH14HNG,"The publisher organizes literary , musical and artistic events especially in Upper Austria and Salzburg , to a lesser extent also in Vienna .",,4,13,publisher,10,10,4,0,1,0.2,['publisher'],1,publisher,3,9
"The publisher organizes literary , musical and artistic events especially in Upper Austria and Salzburg , to a lesser extent also in Vienna .",31N9JPQXIPJGPAEBYWMSQ6AWH14HNG,"The publisher organizes literary , musical and artistic events especially in Upper Austria and Salzburg , to a lesser extent also in Vienna .",,14,23,organizes,10,10,1,1,1,0.1,['organizes'],1,organizes,4,9
"The publisher organizes literary , musical and artistic events especially in Upper Austria and Salzburg , to a lesser extent also in Vienna .",31N9JPQXIPJGPAEBYWMSQ6AWH14HNG,"The publisher organizes literary , musical and artistic events especially in Upper Austria and Salzburg , to a lesser extent also in Vienna .",,24,32,literary,10,10,6,5,1,0.55,['literary'],1,literary,4,8
"The publisher organizes literary , musical and artistic events especially in Upper Austria and Salzburg , to a lesser extent also in Vienna .",31N9JPQXIPJGPAEBYWMSQ6AWH14HNG,"The publisher organizes literary , musical and artistic events especially in Upper Austria and Salzburg , to a lesser extent also in Vienna .",,47,55,artistic,10,10,0,2,1,0.1,['artistic'],1,artistic,3,8
"The publisher organizes literary , musical and artistic events especially in Upper Austria and Salzburg , to a lesser extent also in Vienna .",31N9JPQXIPJGPAEBYWMSQ6AWH14HNG,"The publisher organizes literary , musical and artistic events especially in Upper Austria and Salzburg , to a lesser extent also in Vienna .",,35,42,musical,10,10,0,0,0,0.0,['musical'],1,musical,3,7
"The publisher organizes literary , musical and artistic events especially in Upper Austria and Salzburg , to a lesser extent also in Vienna .",31N9JPQXIPJGPAEBYWMSQ6AWH14HNG,"The publisher organizes literary , musical and artistic events especially in Upper Austria and Salzburg , to a lesser extent also in Vienna .",,77,82,upper,10,10,0,1,1,0.05,['Upper'],1,Upper,2,5
"The publisher organizes literary , musical and artistic events especially in Upper Austria and Salzburg , to a lesser extent also in Vienna .",31N9JPQXIPJGPAEBYWMSQ6AWH14HNG,"The publisher organizes literary , musical and artistic events especially in Upper Austria and Salzburg , to a lesser extent also in Vienna .",,56,62,events,10,10,0,0,0,0.0,['events'],1,events,2,6
"The publisher organizes literary , musical and artistic events especially in Upper Austria and Salzburg , to a lesser extent also in Vienna .",31N9JPQXIPJGPAEBYWMSQ6AWH14HNG,"The publisher organizes literary , musical and artistic events especially in Upper Austria and Salzburg , to a lesser extent also in Vienna .",,111,117,lesser,10,10,0,5,1,0.25,['lesser'],1,lesser,2,6
"The publisher organizes literary , musical and artistic events especially in Upper Austria and Salzburg , to a lesser extent also in Vienna .",31N9JPQXIPJGPAEBYWMSQ6AWH14HNG,"The publisher organizes literary , musical and artistic events especially in Upper Austria and Salzburg , to a lesser extent also in Vienna .",,83,90,austria,10,10,0,0,0,0.0,['Austria'],1,Austria,3,7
"The publisher organizes literary , musical and artistic events especially in Upper Austria and Salzburg , to a lesser extent also in Vienna .",31N9JPQXIPJGPAEBYWMSQ6AWH14HNG,"The publisher organizes literary , musical and artistic events especially in Upper Austria and Salzburg , to a lesser extent also in Vienna .",,95,103,salzburg,10,10,0,0,0,0.0,['Salzburg'],1,Salzburg,2,8
"The publisher organizes literary , musical and artistic events especially in Upper Austria and Salzburg , to a lesser extent also in Vienna .",31N9JPQXIPJGPAEBYWMSQ6AWH14HNG,"The publisher organizes literary , musical and artistic events especially in Upper Austria and Salzburg , to a lesser extent also in Vienna .",,118,124,extent,10,10,1,3,1,0.2,['extent'],1,extent,2,6
"The publisher organizes literary , musical and artistic events especially in Upper Austria and Salzburg , to a lesser extent also in Vienna .",31N9JPQXIPJGPAEBYWMSQ6AWH14HNG,"The publisher organizes literary , musical and artistic events especially in Upper Austria and Salzburg , to a lesser extent also in Vienna .",,133,139,vienna,10,10,0,0,0,0.0,['Vienna'],1,Vienna,3,6
Arovell 's headquarter lies in Gosau in Upper Austria and has subsidiaries in Vienna and Salzburg .,31N9JPQXIPJGPAEBYWMSQ6AWH14HNG,Arovell 's headquarter lies in Gosau in Upper Austria and has subsidiaries in Vienna and Salzburg .,,40,45,upper,10,10,0,0,0,0.0,['Upper'],1,Upper,2,5
Arovell 's headquarter lies in Gosau in Upper Austria and has subsidiaries in Vienna and Salzburg .,31N9JPQXIPJGPAEBYWMSQ6AWH14HNG,Arovell 's headquarter lies in Gosau in Upper Austria and has subsidiaries in Vienna and Salzburg .,,46,53,austria,10,10,0,0,0,0.0,['Austria'],1,Austria,3,7
Arovell 's headquarter lies in Gosau in Upper Austria and has subsidiaries in Vienna and Salzburg .,31N9JPQXIPJGPAEBYWMSQ6AWH14HNG,Arovell 's headquarter lies in Gosau in Upper Austria and has subsidiaries in Vienna and Salzburg .,,89,97,salzburg,10,10,0,0,0,0.0,['Salzburg'],1,Salzburg,2,8
Arovell 's headquarter lies in Gosau in Upper Austria and has subsidiaries in Vienna and Salzburg .,31N9JPQXIPJGPAEBYWMSQ6AWH14HNG,Arovell 's headquarter lies in Gosau in Upper Austria and has subsidiaries in Vienna and Salzburg .,,78,84,vienna,10,10,0,0,0,0.0,['Vienna'],1,Vienna,3,6
Arovell 's headquarter lies in Gosau in Upper Austria and has subsidiaries in Vienna and Salzburg .,31N9JPQXIPJGPAEBYWMSQ6AWH14HNG,Arovell 's headquarter lies in Gosau in Upper Austria and has subsidiaries in Vienna and Salzburg .,,11,22,headquarter,10,10,2,2,1,0.2,['headquarter'],1,headquarter,3,11
Arovell 's headquarter lies in Gosau in Upper Austria and has subsidiaries in Vienna and Salzburg .,31N9JPQXIPJGPAEBYWMSQ6AWH14HNG,Arovell 's headquarter lies in Gosau in Upper Austria and has subsidiaries in Vienna and Salzburg .,,0,7,arovell,10,10,0,0,0,0.0,['Arovell'],1,Arovell,2,7
Arovell 's headquarter lies in Gosau in Upper Austria and has subsidiaries in Vienna and Salzburg .,31N9JPQXIPJGPAEBYWMSQ6AWH14HNG,Arovell 's headquarter lies in Gosau in Upper Austria and has subsidiaries in Vienna and Salzburg .,,23,27,lies,10,10,0,3,1,0.15,['lies'],1,lies,1,4
Arovell 's headquarter lies in Gosau in Upper Austria and has subsidiaries in Vienna and Salzburg .,31N9JPQXIPJGPAEBYWMSQ6AWH14HNG,Arovell 's headquarter lies in Gosau in Upper Austria and has subsidiaries in Vienna and Salzburg .,,62,74,subsidiaries,10,10,10,9,1,0.95,['subsidiaries'],1,subsidiaries,5,12
Arovell 's headquarter lies in Gosau in Upper Austria and has subsidiaries in Vienna and Salzburg .,31N9JPQXIPJGPAEBYWMSQ6AWH14HNG,Arovell 's headquarter lies in Gosau in Upper Austria and has subsidiaries in Vienna and Salzburg .,,31,36,gosau,10,10,0,0,0,0.0,['Gosau'],1,Gosau,2,5
The American Federation of Musicians defines arranging as `` the art of preparing and adapting an already written composition for presentation in other than its original form .,31N9JPQXIPJGPAEBYWMSQ6AWH14HNG,The American Federation of Musicians defines arranging as `` the art of preparing and adapting an already written composition for presentation in other than its original form .,,161,169,original,10,10,0,0,0,0.0,['original'],1,original,4,8
The American Federation of Musicians defines arranging as `` the art of preparing and adapting an already written composition for presentation in other than its original form .,31N9JPQXIPJGPAEBYWMSQ6AWH14HNG,The American Federation of Musicians defines arranging as `` the art of preparing and adapting an already written composition for presentation in other than its original form .,,114,125,composition,10,10,6,3,1,0.45,['composition'],1,composition,4,11
The American Federation of Musicians defines arranging as `` the art of preparing and adapting an already written composition for presentation in other than its original form .,31N9JPQXIPJGPAEBYWMSQ6AWH14HNG,The American Federation of Musicians defines arranging as `` the art of preparing and adapting an already written composition for presentation in other than its original form .,,4,12,american,10,10,0,0,0,0.0,['American'],1,American,4,8
The American Federation of Musicians defines arranging as `` the art of preparing and adapting an already written composition for presentation in other than its original form .,31N9JPQXIPJGPAEBYWMSQ6AWH14HNG,The American Federation of Musicians defines arranging as `` the art of preparing and adapting an already written composition for presentation in other than its original form .,,13,23,federation,10,10,0,2,1,0.1,['Federation'],1,Federation,4,10
The American Federation of Musicians defines arranging as `` the art of preparing and adapting an already written composition for presentation in other than its original form .,31N9JPQXIPJGPAEBYWMSQ6AWH14HNG,The American Federation of Musicians defines arranging as `` the art of preparing and adapting an already written composition for presentation in other than its original form .,,27,36,musicians,10,10,0,1,1,0.05,['Musicians'],1,Musicians,3,9
The American Federation of Musicians defines arranging as `` the art of preparing and adapting an already written composition for presentation in other than its original form .,31N9JPQXIPJGPAEBYWMSQ6AWH14HNG,The American Federation of Musicians defines arranging as `` the art of preparing and adapting an already written composition for presentation in other than its original form .,,37,44,defines,10,10,0,1,1,0.05,['defines'],1,defines,2,7
The American Federation of Musicians defines arranging as `` the art of preparing and adapting an already written composition for presentation in other than its original form .,31N9JPQXIPJGPAEBYWMSQ6AWH14HNG,The American Federation of Musicians defines arranging as `` the art of preparing and adapting an already written composition for presentation in other than its original form .,,45,54,arranging,10,10,1,3,1,0.2,['arranging'],1,arranging,3,9
The American Federation of Musicians defines arranging as `` the art of preparing and adapting an already written composition for presentation in other than its original form .,31N9JPQXIPJGPAEBYWMSQ6AWH14HNG,The American Federation of Musicians defines arranging as `` the art of preparing and adapting an already written composition for presentation in other than its original form .,,65,68,art,10,10,0,0,0,0.0,['art'],1,art,1,3
The American Federation of Musicians defines arranging as `` the art of preparing and adapting an already written composition for presentation in other than its original form .,31N9JPQXIPJGPAEBYWMSQ6AWH14HNG,The American Federation of Musicians defines arranging as `` the art of preparing and adapting an already written composition for presentation in other than its original form .,,72,81,preparing,10,10,0,0,0,0.0,['preparing'],1,preparing,3,9
The American Federation of Musicians defines arranging as `` the art of preparing and adapting an already written composition for presentation in other than its original form .,31N9JPQXIPJGPAEBYWMSQ6AWH14HNG,The American Federation of Musicians defines arranging as `` the art of preparing and adapting an already written composition for presentation in other than its original form .,,86,94,adapting,10,10,3,1,1,0.2,['adapting'],1,adapting,3,8
The American Federation of Musicians defines arranging as `` the art of preparing and adapting an already written composition for presentation in other than its original form .,31N9JPQXIPJGPAEBYWMSQ6AWH14HNG,The American Federation of Musicians defines arranging as `` the art of preparing and adapting an already written composition for presentation in other than its original form .,,106,113,written,10,10,0,0,0,0.0,['written'],1,written,2,7
The American Federation of Musicians defines arranging as `` the art of preparing and adapting an already written composition for presentation in other than its original form .,31N9JPQXIPJGPAEBYWMSQ6AWH14HNG,The American Federation of Musicians defines arranging as `` the art of preparing and adapting an already written composition for presentation in other than its original form .,,130,142,presentation,10,10,0,0,0,0.0,['presentation'],1,presentation,4,12
The American Federation of Musicians defines arranging as `` the art of preparing and adapting an already written composition for presentation in other than its original form .,31N9JPQXIPJGPAEBYWMSQ6AWH14HNG,The American Federation of Musicians defines arranging as `` the art of preparing and adapting an already written composition for presentation in other than its original form .,,170,174,form,10,10,0,0,0,0.0,['form'],1,form,1,4
It is prepared by a reaction of arsenic trichloride and potassium iodide : Hydrolysis occurs only slowly in water forming arsenic trioxide and hydroiodic acid .,31N9JPQXIPJGPAEBYWMSQ6AWH14HNG,It is prepared by a reaction of arsenic trichloride and potassium iodide : Hydrolysis occurs only slowly in water forming arsenic trioxide and hydroiodic acid .,,114,121,forming,10,10,0,0,0,0.0,['forming'],1,forming,2,7
It is prepared by a reaction of arsenic trichloride and potassium iodide : Hydrolysis occurs only slowly in water forming arsenic trioxide and hydroiodic acid .,31N9JPQXIPJGPAEBYWMSQ6AWH14HNG,It is prepared by a reaction of arsenic trichloride and potassium iodide : Hydrolysis occurs only slowly in water forming arsenic trioxide and hydroiodic acid .,,20,28,reaction,10,10,1,2,1,0.15,['reaction'],1,reaction,3,8
It is prepared by a reaction of arsenic trichloride and potassium iodide : Hydrolysis occurs only slowly in water forming arsenic trioxide and hydroiodic acid .,31N9JPQXIPJGPAEBYWMSQ6AWH14HNG,It is prepared by a reaction of arsenic trichloride and potassium iodide : Hydrolysis occurs only slowly in water forming arsenic trioxide and hydroiodic acid .,,6,14,prepared,10,10,0,0,0,0.0,['prepared'],1,prepared,2,8
It is prepared by a reaction of arsenic trichloride and potassium iodide : Hydrolysis occurs only slowly in water forming arsenic trioxide and hydroiodic acid .,31N9JPQXIPJGPAEBYWMSQ6AWH14HNG,It is prepared by a reaction of arsenic trichloride and potassium iodide : Hydrolysis occurs only slowly in water forming arsenic trioxide and hydroiodic acid .,,32,39,arsenic,10,10,0,1,1,0.05,['arsenic'],1,arsenic,3,7
It is prepared by a reaction of arsenic trichloride and potassium iodide : Hydrolysis occurs only slowly in water forming arsenic trioxide and hydroiodic acid .,31N9JPQXIPJGPAEBYWMSQ6AWH14HNG,It is prepared by a reaction of arsenic trichloride and potassium iodide : Hydrolysis occurs only slowly in water forming arsenic trioxide and hydroiodic acid .,,122,129,arsenic,10,10,0,0,0,0.0,['arsenic'],1,arsenic,3,7
It is prepared by a reaction of arsenic trichloride and potassium iodide : Hydrolysis occurs only slowly in water forming arsenic trioxide and hydroiodic acid .,31N9JPQXIPJGPAEBYWMSQ6AWH14HNG,It is prepared by a reaction of arsenic trichloride and potassium iodide : Hydrolysis occurs only slowly in water forming arsenic trioxide and hydroiodic acid .,,40,51,trichloride,10,10,2,0,1,0.1,['trichloride'],1,trichloride,3,11
It is prepared by a reaction of arsenic trichloride and potassium iodide : Hydrolysis occurs only slowly in water forming arsenic trioxide and hydroiodic acid .,31N9JPQXIPJGPAEBYWMSQ6AWH14HNG,It is prepared by a reaction of arsenic trichloride and potassium iodide : Hydrolysis occurs only slowly in water forming arsenic trioxide and hydroiodic acid .,,56,65,potassium,10,10,2,0,1,0.1,['potassium'],1,potassium,4,9
It is prepared by a reaction of arsenic trichloride and potassium iodide : Hydrolysis occurs only slowly in water forming arsenic trioxide and hydroiodic acid .,31N9JPQXIPJGPAEBYWMSQ6AWH14HNG,It is prepared by a reaction of arsenic trichloride and potassium iodide : Hydrolysis occurs only slowly in water forming arsenic trioxide and hydroiodic acid .,,66,72,iodide,10,10,0,2,1,0.1,['iodide'],1,iodide,3,6
It is prepared by a reaction of arsenic trichloride and potassium iodide : Hydrolysis occurs only slowly in water forming arsenic trioxide and hydroiodic acid .,31N9JPQXIPJGPAEBYWMSQ6AWH14HNG,It is prepared by a reaction of arsenic trichloride and potassium iodide : Hydrolysis occurs only slowly in water forming arsenic trioxide and hydroiodic acid .,,75,85,hydrolysis,10,10,10,2,1,0.6,['Hydrolysis'],1,Hydrolysis,4,10
